Referrer Zip Code,Days between Records Requested and Received Median,Days between Records Requested and Received Q1,Days between Records Requested and Received Q3,Days between Records Requested and Received Iqr,Days between Films Requested and Received Median,Days between Films Requested and Received Q1,Days between Films Requested and Received Q3,Days between Films Requested and Received Iqr,Days between Initial Contact and IV Median,Days between Initial Contact and IV Q1,Days between Initial Contact and IV Q3,Days between Initial Contact and IV Iqr,Days between Initial Contact and Surgery Median,Days between Initial Contact and Surgery Q1,Days between Initial Contact and Surgery Q3,Days between Initial Contact and Surgery Iqr,Number of Records
26170,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,17.0,17.0,17.0,0.0,,,,,1
26187,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,30.0,30.0,30.0,0.0,,,,,1
26234,,,,,,,,,75.0,75.0,75.0,0.0,,,,,1
21093,,,,,,,,,,,,,,,,,1
21102,,,,,5.0,5.0,5.0,0.0,27.0,27.0,27.0,0.0,,,,,1
22040,,,,,5.0,5.0,5.0,0.0,37.0,37.0,37.0,0.0,,,,,1
26287,10.0,10.0,10.0,0.0,26.0,26.0,26.0,0.0,76.0,76.0,76.0,0.0,,,,,1
26288,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,55.0,55.0,55.0,0.0,,,,,1
26292,32.0,32.0,32.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
26330,,,,,,,,,,,,,,,,,1
26386,,,,,,,,,,,,,,,,,1
21557,,,,,,,,,8.0,8.0,8.0,0.0,,,,,1
21128,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,75.0,75.0,75.0,0.0,,,,,1
21157,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,36.0,36.0,36.0,0.0,,,,,1
21210,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,25.0,25.0,25.0,0.0,,,,,1
21211,21.0,21.0,21.0,0.0,25.0,25.0,25.0,0.0,75.0,75.0,75.0,0.0,76.0,76.0,76.0,0.0,1
21060,,,,,,,,,,,,,,,,,1
21078,,,,,,,,,,,,,,,,,1
21085,23.0,23.0,23.0,0.0,23.0,23.0,23.0,0.0,64.0,64.0,64.0,0.0,,,,,1
27011,0.0,0.0,0.0,0.0,26.0,26.0,26.0,0.0,126.0,126.0,126.0,0.0,,,,,1
27012,3.0,3.0,3.0,0.0,,,,,33.0,33.0,33.0,0.0,,,,,1
27017,3.0,3.0,3.0,0.0,6.0,6.0,6.0,0.0,36.0,36.0,36.0,0.0,37.0,37.0,37.0,0.0,1
27019,,,,,,,,,,,,,,,,,1
26767,3.0,3.0,3.0,0.0,,,,,,,,,,,,,1
26815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,,,,,1
27517,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,34.0,34.0,34.0,0.0,,,,,1
27518,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1
21666,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,,,,,,,,,1
21701,,,,,,,,,,,,,,,,,1
27235,6.0,6.0,6.0,0.0,18.0,18.0,18.0,0.0,,,,,,,,,1
27027,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1
27101,1.0,1.0,1.0,0.0,22.0,22.0,22.0,0.0,37.0,37.0,37.0,0.0,,,,,1
26855,,,,,,,,,8.0,8.0,8.0,0.0,,,,,1
26865,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,15.0,15.0,15.0,0.0,,,,,1
27006,0.0,0.0,0.0,0.0,,,,,23.0,23.0,23.0,0.0,24.0,24.0,24.0,0.0,1
21028,,,,,,,,,,,,,,,,,1
20879,,,,,,,,,,,,,,,,,1
20850,,,,,,,,,,,,,,,,,1
20853,,,,,,,,,,,,,,,,,1
21561,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
21562,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,40.0,40.0,40.0,0.0,,,,,1
21619,,,,,,,,,,,,,,,,,1
21654,1.0,1.0,1.0,0.0,,,,,,,,,,,,,1
27212,,,,,6.0,6.0,6.0,0.0,26.0,26.0,26.0,0.0,,,,,1
27215,,,,,,,,,19.0,19.0,19.0,0.0,20.0,20.0,20.0,0.0,1
21057,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,41.0,41.0,41.0,0.0,,,,,1
20906,,,,,,,,,,,,,,,,,1
20912,46.0,46.0,46.0,0.0,46.0,46.0,46.0,0.0,177.0,177.0,177.0,0.0,,,,,1
21009,63.0,63.0,63.0,0.0,63.0,63.0,63.0,0.0,125.0,125.0,125.0,0.0,,,,,1
21012,4.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,16.0,16.0,16.0,0.0,,,,,1
21015,,,,,,,,,13.0,13.0,13.0,0.0,,,,,1
27513,,,,,11.0,11.0,11.0,0.0,30.0,30.0,30.0,0.0,,,,,1
27332,1.0,1.0,1.0,0.0,8.0,8.0,8.0,0.0,49.0,49.0,49.0,0.0,50.0,50.0,50.0,0.0,1
27358,,,,,,,,,,,,,,,,,1
27377,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,49.0,49.0,49.0,0.0,,,,,1
27406,,,,,,,,,30.0,30.0,30.0,0.0,,,,,1
27249,,,,,,,,,63.0,63.0,63.0,0.0,,,,,1
27265,,,,,,,,,,,,,,,,,1
27292,39.0,39.0,39.0,0.0,,,,,,,,,,,,,1
21037,19.0,19.0,19.0,0.0,8.0,8.0,8.0,0.0,83.0,83.0,83.0,0.0,,,,,1
21044,,,,,,,,,29.0,29.0,29.0,0.0,,,,,1
21047,,,,,,,,,,,,,,,,,1
21054,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,,,,,,,,,1
27539,9.0,9.0,9.0,0.0,13.0,13.0,13.0,0.0,64.0,64.0,64.0,0.0,,,,,1
27504,,,,,,,,,51.0,51.0,51.0,0.0,,,,,1
27510,10.0,10.0,10.0,0.0,,,,,,,,,,,,,1
27511,,,,,,,,,,,,,,,,,1
20650,,,,,,,,,,,,,,,,,1
20653,19.0,19.0,19.0,0.0,19.0,19.0,19.0,0.0,48.0,48.0,48.0,0.0,,,,,1
20197,,,,,,,,,7.0,7.0,7.0,0.0,,,,,1
20214,,,,,,,,,,,,,,,,,1
20307,38.0,38.0,38.0,0.0,38.0,38.0,38.0,0.0,93.0,93.0,93.0,0.0,,,,,1
20601,,,,,,,,,,,,,,,,,1
20602,,,,,,,,,,,,,,,,,1
20623,,,,,,,,,,,,,,,,,1
27530,,,,,,,,,,,,,,,,,1
20814,,,,,,,,,,,,,,,,,1
20659,,,,,,,,,,,,,,,,,1
20740,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1
20746,217.0,217.0,217.0,0.0,220.0,220.0,220.0,0.0,273.0,273.0,273.0,0.0,288.0,288.0,288.0,0.0,1
20634,12.0,12.0,12.0,0.0,12.0,12.0,12.0,0.0,61.0,61.0,61.0,0.0,,,,,1
20637,,,,,,,,,,,,,,,,,1
20640,,,,,,,,,,,,,,,,,1
27837,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,41.0,41.0,41.0,0.0,,,,,1
27860,,,,,,,,,,,,,,,,,1
27605,,,,,,,,,,,,,,,,,1
27607,,,,,,,,,,,,,,,,,1
27656,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,,1
27540,,,,,,,,,114.0,114.0,114.0,0.0,115.0,115.0,115.0,0.0,1
27545,27.0,27.0,27.0,0.0,27.0,27.0,27.0,0.0,54.0,54.0,54.0,0.0,,,,,1
27549,,,,,7.0,7.0,7.0,0.0,39.0,39.0,39.0,0.0,,,,,1
20782,3.0,3.0,3.0,0.0,9.0,9.0,9.0,0.0,64.0,64.0,64.0,0.0,,,,,1
20783,1.0,1.0,1.0,0.0,6.0,6.0,6.0,0.0,36.0,36.0,36.0,0.0,,,,,1
20784,28.0,28.0,28.0,0.0,23.0,23.0,23.0,0.0,78.0,78.0,78.0,0.0,,,,,1
20794,,,,,,,,,27.0,27.0,27.0,0.0,36.0,36.0,36.0,0.0,1
27932,,,,,,,,,30.0,30.0,30.0,0.0,,,,,1
27729,,,,,,,,,,,,,,,,,1
27822,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,114.0,114.0,114.0,0.0,115.0,115.0,115.0,0.0,1
27834,6.0,6.0,6.0,0.0,,,,,247.0,247.0,247.0,0.0,,,,,1
20177,2.0,2.0,2.0,0.0,14.0,14.0,14.0,0.0,57.0,57.0,57.0,0.0,,,,,1
20181,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,,,,,,,,,1
20153,,,,,,,,,,,,,,,,,1
20156,,,,,599.0,599.0,599.0,0.0,,,,,,,,,1
20134,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,9.0,9.0,9.0,0.0,,,,,1
20139,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,21.0,21.0,21.0,0.0,,,,,1
20747,,,,,,,,,,,,,,,,,1
20769,,,,,19.0,19.0,19.0,0.0,131.0,131.0,131.0,0.0,,,,,1
27302,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,54.0,54.0,54.0,0.0,,,,,1
27330,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,51.0,51.0,51.0,0.0,,,,,1
27893,6.0,6.0,6.0,0.0,,,,,,,,,,,,,1
27896,,,,,,,,,,,,,,,,,1
27910,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,2534.0,2534.0,2534.0,0.0,2535.0,2535.0,2535.0,0.0,1
27915,,,,,,,,,,,,,,,,,1
27920,5.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,15.0,15.0,15.0,0.0,,,,,1
20195,,,,,6.0,6.0,6.0,0.0,48.0,48.0,48.0,0.0,,,,,1
28358,,,,,5.0,5.0,5.0,0.0,49.0,49.0,49.0,0.0,50.0,50.0,50.0,0.0,1
28379,,,,,,,,,,,,,,,,,1
28388,,,,,9.0,9.0,9.0,0.0,,,,,,,,,1
28401,0.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,35.0,35.0,35.0,0.0,,,,,1
20105,17.0,17.0,17.0,0.0,85.0,85.0,85.0,0.0,,,,,,,,,1
20106,,,,,,,,,,,,,,,,,1
20113,,,,,,,,,,,,,,,,,1
20009,,,,,,,,,56.0,56.0,56.0,0.0,,,,,1
28025,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,-294.0,-294.0,-294.0,0.0,,,,,1
28034,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,47.0,47.0,47.0,0.0,,,,,1
27939,2.0,2.0,2.0,0.0,,,,,,,,,,,,,1
27944,16.0,16.0,16.0,0.0,,,,,44.0,44.0,44.0,0.0,,,,,1
27950,,,,,,,,,98.0,98.0,98.0,0.0,,,,,1
27954,,,,,12.0,12.0,12.0,0.0,42.0,42.0,42.0,0.0,93.0,93.0,93.0,0.0,1
27973,,,,,,,,,22.0,22.0,22.0,0.0,,,,,1
28326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,,,,,1
28043,8.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,48.0,48.0,48.0,0.0,,,,,1
28054,,,,,,,,,,,,,,,,,1
28056,,,,,,,,,48.0,48.0,48.0,0.0,,,,,1
28075,,,,,,,,,,,,,,,,,1
28001,,,,,49.0,49.0,49.0,0.0,71.0,71.0,71.0,0.0,,,,,1
28012,1.0,1.0,1.0,0.0,9.0,9.0,9.0,0.0,25.0,25.0,25.0,0.0,,,,,1
28016,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,36.0,36.0,36.0,0.0,,,,,1
28023,1.0,1.0,1.0,0.0,,,,,3.0,3.0,3.0,0.0,,,,,1
27569,,,,,13.0,13.0,13.0,0.0,33.0,33.0,33.0,0.0,,,,,1
27577,,,,,,,,,,,,,,,,,1
27603,43.0,43.0,43.0,0.0,,,,,,,,,,,,,1
28091,,,,,,,,,19.0,19.0,19.0,0.0,,,,,1
28092,4.0,4.0,4.0,0.0,21.0,21.0,21.0,0.0,,,,,,,,,1
28104,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,27.0,27.0,27.0,0.0,1
28105,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
28110,5.0,5.0,5.0,0.0,11.0,11.0,11.0,0.0,35.0,35.0,35.0,0.0,,,,,1
28690,1.0,1.0,1.0,0.0,26.0,26.0,26.0,0.0,,,,,,,,,1
19707,90.0,90.0,90.0,0.0,78.0,78.0,78.0,0.0,140.0,140.0,140.0,0.0,,,,,1
19082,,,,,,,,,42.0,42.0,42.0,0.0,43.0,43.0,43.0,0.0,1
19104,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,205.0,205.0,205.0,0.0,,,,,1
19143,,,,,,,,,,,,,,,,,1
19152,72.0,72.0,72.0,0.0,129.0,129.0,129.0,0.0,212.0,212.0,212.0,0.0,,,,,1
19311,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,34.0,34.0,34.0,0.0,35.0,35.0,35.0,0.0,1
19317,,,,,,,,,40.0,40.0,40.0,0.0,42.0,42.0,42.0,0.0,1
28217,,,,,14.0,14.0,14.0,0.0,70.0,70.0,70.0,0.0,,,,,1
28120,,,,,13.0,13.0,13.0,0.0,82.0,82.0,82.0,0.0,118.0,118.0,118.0,0.0,1
28137,7.0,7.0,7.0,0.0,23.0,23.0,23.0,0.0,,,,,,,,,1
28166,4.0,4.0,4.0,0.0,,,,,61.0,61.0,61.0,0.0,,,,,1
28174,15.0,15.0,15.0,0.0,15.0,15.0,15.0,0.0,,,,,,,,,1
28645,1.0,1.0,1.0,0.0,10.0,10.0,10.0,0.0,121.0,121.0,121.0,0.0,,,,,1
28649,2.0,2.0,2.0,0.0,,,,,16.0,16.0,16.0,0.0,,,,,1
28650,1.0,1.0,1.0,0.0,,,,,,,,,,,,,1
20184,,,,,,,,,,,,,,,,,1
28227,,,,,,,,,23.0,23.0,23.0,0.0,,,,,1
28265,,,,,,,,,,,,,,,,,1
28270,,,,,,,,,53.0,53.0,53.0,0.0,,,,,1
28273,,,,,10.0,10.0,10.0,0.0,47.0,47.0,47.0,0.0,,,,,1
28210,,,,,,,,,66.0,66.0,66.0,0.0,,,,,1
28213,2.0,2.0,2.0,0.0,10.0,10.0,10.0,0.0,57.0,57.0,57.0,0.0,58.0,58.0,58.0,0.0,1
28216,,,,,,,,,,,,,,,,,1
20010,5.0,5.0,5.0,0.0,10.0,10.0,10.0,0.0,,,,,,,,,1
20019,213.0,213.0,213.0,0.0,,,,,,,,,,,,,1
20024,3.0,3.0,3.0,0.0,,,,,,,,,,,,,1
20036,,,,,,,,,2.0,2.0,2.0,0.0,,,,,1
19713,39.0,39.0,39.0,0.0,39.0,39.0,39.0,0.0,75.0,75.0,75.0,0.0,,,,,1
19958,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,33.0,33.0,33.0,0.0,,,,,1
19973,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,,,,,,,,,1
20182,7.0,7.0,7.0,0.0,,,,,24.0,24.0,24.0,0.0,,,,,1
28555,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,,,,,,,,,1
28570,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,55.0,55.0,55.0,0.0,,,,,1
28574,,,,,,,,,48.0,48.0,48.0,0.0,,,,,1
28413,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
28425,,,,,,,,,,,,,,,,,1
28478,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,41.0,41.0,41.0,0.0,,,,,1
28904,,,,,,,,,,,,,,,,,1
29003,,,,,,,,,,,,,,,,,1
28704,,,,,6.0,6.0,6.0,0.0,,,,,,,,,1
28584,8.0,8.0,8.0,0.0,1.0,1.0,1.0,0.0,41.0,41.0,41.0,0.0,42.0,42.0,42.0,0.0,1
28590,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1
28602,,,,,,,,,,,,,,,,,1
28625,,,,,,,,,148.0,148.0,148.0,0.0,,,,,1
28513,7.0,7.0,7.0,0.0,10.0,10.0,10.0,0.0,64.0,64.0,64.0,0.0,65.0,65.0,65.0,0.0,1
28521,,,,,,,,,,,,,,,,,1
28547,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,,,,,,,,,1
19079,,,,,10.0,10.0,10.0,0.0,57.0,57.0,57.0,0.0,,,,,1
18848,,,,,,,,,36.0,36.0,36.0,0.0,37.0,37.0,37.0,0.0,1
18940,,,,,,,,,,,,,,,,,1
18951,13.0,13.0,13.0,0.0,,,,,,,,,,,,,1
18969,,,,,,,,,,,,,,,,,1
18974,67.0,67.0,67.0,0.0,67.0,67.0,67.0,0.0,103.0,103.0,103.0,0.0,,,,,1
19002,,,,,,,,,,,,,,,,,1
20128,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1
19335,,,,,,,,,64.0,64.0,64.0,0.0,,,,,1
19426,37.0,37.0,37.0,0.0,37.0,37.0,37.0,0.0,107.0,107.0,107.0,0.0,,,,,1
19029,139.0,139.0,139.0,0.0,,,,,218.0,218.0,218.0,0.0,,,,,1
19034,,,,,,,,,22.0,22.0,22.0,0.0,23.0,23.0,23.0,0.0,1
19038,228.0,228.0,228.0,0.0,228.0,228.0,228.0,0.0,,,,,,,,,1
19047,,,,,,,,,,,,,,,,,1
19067,,,,,,,,,,,,,,,,,1
19072,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,82.0,82.0,82.0,0.0,,,,,1
29301,80.0,80.0,80.0,0.0,51.0,51.0,51.0,0.0,120.0,120.0,120.0,0.0,121.0,121.0,121.0,0.0,1
29316,1.0,1.0,1.0,0.0,15.0,15.0,15.0,0.0,42.0,42.0,42.0,0.0,43.0,43.0,43.0,0.0,1
29325,,,,,,,,,,,,,,,,,1
29335,,,,,,,,,,,,,,,,,1
29169,8.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
29170,14.0,14.0,14.0,0.0,15.0,15.0,15.0,0.0,,,,,,,,,1
29204,,,,,1.0,1.0,1.0,0.0,,,,,,,,,1
29205,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,61.0,61.0,61.0,0.0,,,,,1
28721,,,,,,,,,,,,,,,,,1
29376,,,,,,,,,,,,,,,,,1
29401,,,,,,,,,37.0,37.0,37.0,0.0,,,,,1
29403,4.0,4.0,4.0,0.0,8.0,8.0,8.0,0.0,41.0,41.0,41.0,0.0,42.0,42.0,42.0,0.0,1
29410,,,,,,,,,,,,,,,,,1
29414,,,,,3.0,3.0,3.0,0.0,,,,,,,,,1
29437,,,,,,,,,19.0,19.0,19.0,0.0,,,,,1
29439,9.0,9.0,9.0,0.0,15.0,15.0,15.0,0.0,,,,,,,,,1
28804,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,20.0,20.0,20.0,0.0,,,,,1
28812,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,1
28734,19.0,19.0,19.0,0.0,8.0,8.0,8.0,0.0,31.0,31.0,31.0,0.0,,,,,1
28740,1.0,1.0,1.0,0.0,12.0,12.0,12.0,0.0,49.0,49.0,49.0,0.0,50.0,50.0,50.0,0.0,1
28746,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,34.0,34.0,34.0,0.0,,,,,1
28752,,,,,11.0,11.0,11.0,0.0,40.0,40.0,40.0,0.0,,,,,1
28771,5.0,5.0,5.0,0.0,29.0,29.0,29.0,0.0,80.0,80.0,80.0,0.0,,,,,1
28716,,,,,22.0,22.0,22.0,0.0,,,,,,,,,1
29015,,,,,38.0,38.0,38.0,0.0,138.0,138.0,138.0,0.0,,,,,1
29020,,,,,7.0,7.0,7.0,0.0,63.0,63.0,63.0,0.0,,,,,1
29031,17.0,17.0,17.0,0.0,18.0,18.0,18.0,0.0,68.0,68.0,68.0,0.0,73.0,73.0,73.0,0.0,1
29036,,,,,,,,,,,,,,,,,1
29038,,,,,,,,,,,,,,,,,1
28779,27.0,27.0,27.0,0.0,34.0,34.0,34.0,0.0,84.0,84.0,84.0,0.0,,,,,1
28786,2.0,2.0,2.0,0.0,10.0,10.0,10.0,0.0,,,,,,,,,1
28787,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,49.0,49.0,49.0,0.0,,,,,1
17724,,,,,,,,,,,,,,,,,1
17745,,,,,,,,,,,,,,,,,1
17771,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,-323.0,-323.0,-323.0,0.0,,,,,1
17837,,,,,,,,,,,,,,,,,1
17855,2.0,2.0,2.0,0.0,34.0,34.0,34.0,0.0,,,,,,,,,1
17856,,,,,,,,,,,,,,,,,1
17320,,,,,,,,,,,,,,,,,1
17325,4.0,4.0,4.0,0.0,,,,,,,,,,,,,1
17901,,,,,,,,,,,,,,,,,1
17925,,,,,,,,,,,,,,,,,1
17961,46.0,46.0,46.0,0.0,,,,,,,,,,,,,1
17976,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,49.0,49.0,49.0,0.0,,,,,1
18040,,,,,,,,,,,,,,,,,1
18053,4.0,4.0,4.0,0.0,7.0,7.0,7.0,0.0,58.0,58.0,58.0,0.0,,,,,1
17560,1.0,1.0,1.0,0.0,,,,,,,,,,,,,1
17604,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,,,,,,,,,1
29708,,,,,,,,,,,,,,,,,1
29709,29.0,29.0,29.0,0.0,31.0,31.0,31.0,0.0,,,,,,,,,1
29720,28.0,28.0,28.0,0.0,39.0,39.0,39.0,0.0,81.0,81.0,81.0,0.0,,,,,1
29728,,,,,,,,,,,,,,,,,1
29803,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,104.0,104.0,104.0,0.0,,,,,1
18702,1.0,1.0,1.0,0.0,7.0,7.0,7.0,0.0,55.0,55.0,55.0,0.0,,,,,1
17878,52.0,52.0,52.0,0.0,52.0,52.0,52.0,0.0,93.0,93.0,93.0,0.0,,,,,1
17889,,,,,,,,,75.0,75.0,75.0,0.0,,,,,1
29206,,,,,,,,,29.0,29.0,29.0,0.0,,,,,1
29223,5.0,5.0,5.0,0.0,,,,,,,,,,,,,1
29229,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,,,,,,,,,1
29045,5.0,5.0,5.0,0.0,8.0,8.0,8.0,0.0,42.0,42.0,42.0,0.0,48.0,48.0,48.0,0.0,1
29063,10.0,10.0,10.0,0.0,7.0,7.0,7.0,0.0,51.0,51.0,51.0,0.0,,,,,1
29153,,,,,,,,,31.0,31.0,31.0,0.0,,,,,1
29154,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,42.0,42.0,42.0,0.0,,,,,1
29702,1.0,1.0,1.0,0.0,,,,,,,,,,,,,1
29588,4.0,4.0,4.0,0.0,10.0,10.0,10.0,0.0,74.0,74.0,74.0,0.0,,,,,1
30144,13.0,13.0,13.0,0.0,13.0,13.0,13.0,0.0,50.0,50.0,50.0,0.0,51.0,51.0,51.0,0.0,1
30189,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,,,,,,,,,1
30213,,,,,,,,,64.0,64.0,64.0,0.0,,,,,1
30214,14.0,14.0,14.0,0.0,11.0,11.0,11.0,0.0,50.0,50.0,50.0,0.0,,,,,1
30228,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,64.0,64.0,64.0,0.0,65.0,65.0,65.0,0.0,1
30263,17.0,17.0,17.0,0.0,,,,,,,,,,,,,1
30265,32.0,32.0,32.0,0.0,36.0,36.0,36.0,0.0,,,,,,,,,1
29692,,,,,,,,,,,,,,,,,1
29609,4.0,4.0,4.0,0.0,10.0,10.0,10.0,0.0,54.0,54.0,54.0,0.0,,,,,1
29631,1.0,1.0,1.0,0.0,,,,,196.0,196.0,196.0,0.0,,,,,1
29638,,,,,13.0,13.0,13.0,0.0,85.0,85.0,85.0,0.0,,,,,1
29642,1.0,1.0,1.0,0.0,29.0,29.0,29.0,0.0,50.0,50.0,50.0,0.0,,,,,1
29644,1.0,1.0,1.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
29566,,,,,,,,,,,,,,,,,1
29571,4.0,4.0,4.0,0.0,,,,,72.0,72.0,72.0,0.0,,,,,1
19535,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,,,,,,,,,1
19606,,,,,,,,,,,,,,,,,1
19608,20.0,20.0,20.0,0.0,,,,,103.0,103.0,103.0,0.0,,,,,1
19702,,,,,,,,,,,,,,,,,1
29812,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,89.0,89.0,89.0,0.0,90.0,90.0,90.0,0.0,1
29657,,,,,,,,,16.0,16.0,16.0,0.0,17.0,17.0,17.0,0.0,1
29662,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,57.0,57.0,57.0,0.0,58.0,58.0,58.0,0.0,1
29671,,,,,14.0,14.0,14.0,0.0,,,,,,,,,1
17522,,,,,,,,,,,,,,,,,1
17535,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,36.0,36.0,36.0,0.0,37.0,37.0,37.0,0.0,1
17543,3.0,3.0,3.0,0.0,10.0,10.0,10.0,0.0,43.0,43.0,43.0,0.0,,,,,1
17555,21.0,21.0,21.0,0.0,21.0,21.0,21.0,0.0,41.0,41.0,41.0,0.0,42.0,42.0,42.0,0.0,1
17557,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,27.0,27.0,27.0,0.0,,,,,1
19444,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,36.0,36.0,36.0,0.0,,,,,1
19454,,,,,,,,,,,,,,,,,1
19522,,,,,,,,,,,,,,,,,1
31794,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,41.0,41.0,41.0,0.0,,,,,1
30677,,,,,,,,,51.0,51.0,51.0,0.0,,,,,1
30678,,,,,,,,,4.0,4.0,4.0,0.0,,,,,1
30736,,,,,,,,,37.0,37.0,37.0,0.0,39.0,39.0,39.0,0.0,1
30809,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
30816,4.0,4.0,4.0,0.0,10.0,10.0,10.0,0.0,128.0,128.0,128.0,0.0,,,,,1
30852,,,,,,,,,,,,,,,,,1
31029,7.0,7.0,7.0,0.0,14.0,14.0,14.0,0.0,,,,,,,,,1
30004,,,,,,,,,,,,,,,,,1
30013,6.0,6.0,6.0,0.0,9.0,9.0,9.0,0.0,77.0,77.0,77.0,0.0,,,,,1
31040,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,64.0,64.0,64.0,0.0,,,,,1
31052,,,,,,,,,,,,,,,,,1
31204,4.0,4.0,4.0,0.0,18.0,18.0,18.0,0.0,76.0,76.0,76.0,0.0,,,,,1
31324,,,,,,,,,,,,,,,,,1
31411,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,40.0,40.0,40.0,0.0,41.0,41.0,41.0,0.0,1
31601,11.0,11.0,11.0,0.0,,,,,,,,,,,,,1
30054,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,79.0,79.0,79.0,0.0,80.0,80.0,80.0,0.0,1
30058,,,,,,,,,,,,,,,,,1
30062,21.0,21.0,21.0,0.0,21.0,21.0,21.0,0.0,,,,,,,,,1
29842,0.0,0.0,0.0,0.0,23.0,23.0,23.0,0.0,,,,,,,,,1
29860,,,,,,,,,,,,,,,,,1
29901,,,,,,,,,,,,,,,,,1
29926,,,,,3.0,3.0,3.0,0.0,37.0,37.0,37.0,0.0,38.0,38.0,38.0,0.0,1
